,noisy_SMILES
257,O=O(CCC(=O)c1ccc(NS(=O)(=O)c2ccc3OCCOc3c2)cc1)NC4CC4                                                          
258,1CcCccc(OCC(=O)ON=C(N)c2ccccn2)cc1                                                                            
259,COc1ccc(CNc2cc(C)ccc2C)c(OC)c1OC                                                                              
260,1OcCccc(cc1)C2(CC2CN3CCC(CC3)(NC(=O)C)c4ccccc4)C(=O)N(C)Cc5ccc(F)cc5                                          
261,CN=C(1O)C=C(N=C1CC(=O)N2CCc3ccc(F)cc23)N4CCOCC4                                                               
262,cc1Fcc(C=CC(=O)N2CCN(CC2)S(=O)(=O)c3cccc4ccccc34)cc1                                                          
263,CNcCC12c(C1)sc(N=Cc3c[nH]c4ccccc34)c2C(=O)N                                                                   
264,CCCCOc1ccc2c(cn(c3ccc(C(=O)O)c(O)c3)c2c1)C#N                                                                  
265,OC)=O(c1cccc(c1)c2oc(C=C3N=C(OC3=O)c4cccs4)cc2                                                                
266,(CCCNC(=O)NCCCc1ccccc1)c2ccccc2                                                                               
267,Icccc1c(c1)C(=O)NCC(=O)NCC(=O)NCCCCc2ccccc2                                                                   
268,CC(C)NC(=O)N1CCc2ncnc(c2CC1)c3ccncc3                                                                          
269,COc1cc(ccc1F)C2=CC(=O)c3ccc4ccccc4c3O2                                                                        
270,1OcCccccc1OCCNC2CCC(CC2)c3c[nH]c4ccc(F)cc34                                                                   
271,CC)(C1C2(C)CCC1(OC2=O)C(=O)Nc3ccc4OCCOc4c3                                                                    
272,CCCCN(CCCC)S(=O)(=O)CCC(=O)NC(Cc1ccccc1)C(O)CNCc2cccc(OC)c2                                                   
273,CC)=O(Nc1ccc(cc1)S(=O)(=O)Nc2ccsc2C(=O)NC(CCCNC(=N)N)C(=O)O                                                   
274,(CCCC(N)C(=O)OC)c1c[nH]cn1                                                                                    
275,CCCCCCC(C(=O)N1CC(CC1C(=O)O)Oc2ccc3OCOc3c2)n4cnc(NC(=O)c5ccccc5S(=O)(=O)O)c4                                  
276,cCOC1nn(c(C)c1Oc2ccccc2)c3ncc(CC)cn3                                                                          
277,CC(C)(C)C1CC(=NO1)CNC(=O)C(=NOCC=C)c2ccccc2                                                                   
278,cc1Ncc(cc1)C2=NOC(=O)C2=Cc3cccs3                                                                              
279,COO(=C)CCN1C(=O)c2c(C)nc3ccc(F)cc3c2C1=O                                                                      
280,CC1CN(CCCc2ccccc2)C3CC(CC1(C3)c4cccc(O)c4)NC(=O)CCCNC(=C)N                                                    
281,CC=C(OC1C(C(=C(C)N=C1C)C(=O)OCC)c2cccc(I)c2)O                                                                 
282,NC(Cc1ncnc2[nH]c(cc12)c3ccc(OCC(=O)NO)cc3)c4ccccc4                                                            
283,Fcccc1c(c1)S(=O)(=O)NC2CCN(CCOc3ccccc3c4ccccc4)CC2                                                            
284,NCCOc1nc2ccccc2n1CC(=O)c3ccc(cc3)[N+](=O)[O-]                                                                 
285,COc1ncc(cc1NS(=O)(=O)c2ccc(F)cc2)c3ccc4nc(N)nn4c3                                                             
286,(OCC=O)CNCc1cnc(Oc2ccc3OC(CCc3c2)c4ccccc4)s1                                                                  
287,CCcCOC1ccc(cc1)S(=O)(=O)C2(CCN(Cc3cccc(OC)c3)CC2)C(=O)NO                                                      
288,1OcCccccc1N2CCN(Cc3ccc(OC)c(c3)c4ccccc4OC)CC2                                                                 
289,CCC2C1C3C(C(CCCCCCCC(=O)N4CCOCC4)CC5CC(=O)CCC35C)C1CCC2O                                                      
290,1OcCcc(O)c2C(=O)C3=C(CC(C)(O)C(O)C3)C(=O)c2c1c4c(O)c5C(=O)C6=C(CC(C)(O)C(O)C6)C(=O)c5cc4OC                    
291,Fcccc1(NC(=O)COc2ccccc2C=C3NC(=O)N(CC=C)C3=O)cc1                                                              
292,(C1CN=C(N)CS(=O)(=O)C2COCC12)c3cc(NC(=O)c4ccc(cn4)[N+]#[C-])ccc3F                                             
293,CCCCC1N(C1)C(=O)c2ccc(CNC3=C(N4CCCCC4)C(=O)C3=O)cc2                                                           
294,1OcCcc2CCN(Cc2cc1OC)C(=O)C3=Cc4ccccc4OC3=O                                                                    
295,Fcccc1(CN2CCC3OC(CCC23)C(=O)N4CCCO4)cc1                                                                       
296,=C(CCCCC1(C)Oc2c(C)cc3c4ccc(O)cc4[nH]c3c2C=C1)C                                                               
297,CCC(CN)C(=O)c1c(OC2CCN(C)CC2)c3cccnc3n4cnnc14                                                                 
298,cc1Cc(CC(OC(=O)N2CCC(CC2)C3=Cc4ccccc4NC3=O)c5cc(CN6CCCC6)ccn5)cc7cn[nH]c17                                    
299,CSc1nc(N)nc(SC2CCCC=C2)c1C#N                                                                                  
300,(=COCSc1oc(nn1)C2=Cc3ccccc3OC2=O)Nc4ccccc4                                                                    
301,OCN(=CO)c1ccccc1                                                                                              
302,cCOC1nc(cc(N)c1C=CC(C)(C)C)C(=O)NCc2ccc(cc2)S(=O)(=O)C                                                        
303,CCC=C(1C(C(=O)N2C(=N)Nc3ccccc23)C1(C)C)C                                                                      
304,1=COOC(COc2ccccc2)CN1c3ccccc3                                                                                 
305,C(N1CCC1)N(Cc2ccccc2)c3ccc(Oc4ccccc4)cc3                                                                      
306,1ScCccc(nc1)C(=O)Nc2nn[nH]n2                                                                                  
307,CC)(CCC(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(CC(=O)NO)OC(=O)Cc3ccccc3)C12                                         
308,cC(C1ccccc1)n2cnc3ccccc23                                                                                     
309,Fcccc1(CCCN2C3CN(CC3OC2=O)c4ccccn4)cc1                                                                        
310,CCCCC1=NN(C(=O)N1Cc2ccc(cc2)c3ccccc3c4nn[nH]n4)c5ccccc5                                                       
311,CCCN=O1C(=O)N(CN2CCN(CC2)c3c(F)cc4C(=O)C(=CN(C5CC5)c4c3OC)C(=O)O)c6ccc(F)cc16                                 
312,NC(CC(=O)C(Cc1ccccc1)NC(=O)C(CCCCN)NC(=O)C2NCCC2=O)C(=O)N3CCCC3C(=O)O                                         
313,O=N1NC=Cc2[nH]c3c4ccccc4C(=O)c3c12                                                                            
314,cc1Ccc(CN2CC(COCC3CC3)c4cnn(C)c4C2)s1                                                                         
315,CCc(CC1ccccc1)N(C)C(=O)Nc2ccc(Oc3ccccc3)cc2                                                                   
316,CN1C=C(C(=O)O)C(=O)c2cc(F)c(N3CCN(CC3)c4ccccn4)c(c12)C(F)(F)F                                                 
317,OC)=O(C(=O)CC(=O)c1cc(CN=[N+]=[N-])cc(CN=[N+]=[N-])c1                                                         
318,nc1Nc(N)c2N3CC(CC3CCc2n1)c4ccc(cc4)C(=O)NC(CCC(=O)O)C(=O)O                                                    
319,CCNC)(1CCCC(C1)c2nc(C)n3c(C)c(C)sc23                                                                          
320,1OcCcc(cc(OC)c1OC)C(=O)c2oc3ccc(C)cc3c2                                                                       
321,CCNC)(CC(O)COc1ccc2C(=O)C(=C(Oc2c1)c3ccccc3)c4ccccc4                                                          
322,CC(COS(=O)(=O)O)C(=C)C(=O)C(O)C(C)C1C(CC2(C)C3CCC4C(C)C(=O)C=CC45CC35CCC12C)OC(=O)C                           
323,CCCCC1C(NC(=S)NC(=O)c2occc2)C1C                                                                               
324,OC(CC(=O)c1occc1)C=CC(=O)NC2CCC(CC=C(C)C=CC3CC4(CO4)CC(C)(C)O3)CC2                                            
325,CCC1CCCCN1S(=O)(=O)c2ccc(NC(=O)C3=CC(=O)c4c(C)cc(C)cc4O3)cc2                                                  
326,(CNCc1cccc(C)c1)S(=O)(=O)c2nnc(NC(=O)c3cccs3)s2                                                               
327,Nc(nc1N)c2nc(c3ccc(O)c(O)c3)c(nc2n1)c4ccc(O)c(O)c4                                                            
328,CN1C2N(CCc3c2n(C(=O)c4ccc(cc4)[N+](=O)[O-])c5ccccc35)C(=O)c6ccccc16                                           
329,Ccocc1c1C(=O)Nc2cc(Oc3ccnc(c3)c4cc(c[nH]4)C(=O)O)ccc2F                                                        
330,FC(F)(F)C(NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4                                                             
331,Cc(cc1C)cc(c1)C(=O)N2CCN(Cc3ccc4OCOc4c3)CC2                                                                   
332,FC(F)(F)c1ccc(N=C2NC(=NC3CCOC3)NC4=C2CCN(CC4)c5ncccc5C(F)(F)F)nc1                                             
333,O=C1NC(=O)C(=CNC2CCN(Cc3ccccc3)CC2)C(=O)N1CCC4=CCCCC4                                                         
334,cn1Cc(cn1)c2cnc3nnn(CC4CN(CCO4)c5ncc(cn5)c6ccc(OCCN7CCOCC7)c(F)c6)c3n2                                        
335,Fcccc1(NC(=O)NN2C(=O)c3ccccc3N=C2c4ccccc4)cc1                                                                 
336,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccn(c3)c4ccc(O)cc4)c2)c5cncnc15                                                
337,COc1ccc(CCN2CCC(CCc3ccccc3)CC2)cc1OC                                                                          
338,CN(C)c1ccc(cc1)c2cccc(CN(C)C(=O)CN)c2                                                                         
339,COnc1Ncnc2c1ncn2C3OC(CO)C(O)C3(C)O                                                                            
340,CC1C(N(C)c2ccccc12)C3=NCCN3                                                                                   
341,OCCN(CCO)CC#CC(O)(c1ccccc1)c2cccc(F)c2                                                                        
342,CN(C)C(=O)Oc1cc(on1)C2CC2                                                                                     
343,COc1ccc2OCC3(C(=O)N(Cc4oc(cc4)C(F)(F)F)c5ccccc35)c2n1                                                         
344,1CNCC=C(C(=O)O)C(=O)c2cc(C#N)c(nc12)N3CCN(C)CC3                                                               
345,COc1cc(OCCO)cc(c1)N(CCCN2CCCC2)c3ccc4ncc(nc4c3)c5cnn(C)c5                                                     
346,CCCCC(CC(O)COCCC)c1nnc(S)n1CC=C                                                                               
347,CN(CC(=O)Nc1ccc(cc1)N2CCOCC2)C(=O)CNC(=O)c3cccc(C)c3                                                          
348,nc1Nc(F)nc2c1ncn2C3OC(CO)CC3O                                                                                 
349,CC=C(OO)C1=C(C)NC(=O)NC1c2cn(C(=O)CNc3ccc(cc3C)[N+](=O)[O-])c4ccccc24                                         
350,COCCn1nnnc1CN2CCN(CC2)C(=O)c3occc3                                                                            
351,Cc(nc1O)c2c(Sc3ccnnc3)c(C)ccc2n1                                                                              
352,1CCOC(C2CN(CCCCN12)C(=O)C3CC3)c4ccc(cc4)c5cccc(F)c5                                                           
353,CC=C(OO)C1=C(C)NC(=S)NC1c2cn(C(=O)CNc3ccccc3[N+](=O)[O-])c4ccccc24                                            
354,CCOC(=O)c1sc2N=CN(CC(=O)Nc3cc(C)cc(C)c3)C(=O)c2c1C                                                            
355,CN=C((O)C1=CC(=O)c2ccccc2O1)c3nnn[nH]3                                                                        
356,=C(CCC=C(C#N)C(=CC(=O)O)C)C=CC1=C(C)CCCC1(C)C                                                                 
357,O=c(OC1cccc(c1)C(=S)N2CCOCC2)c3ccccc3                                                                         
358,=C(OO)C(=CC(=O)C1=CC(=CN(Cc2c(F)cccc2F)C1=O)Cc3ccc(F)cc3)O                                                    
359,COc1cc(OC)cc(c1)C(=O)N2CCN(CC2)C(=O)COc3ccc(C)cc3                                                             
360,nc1Ncccc1c2noc(CCC3(CCCCC3)c4ccccc4)n2                                                                        
361,CNCC)(CCNC(=O)N1CCC2C1C(=O)N2S(=O)(=O)O                                                                       
362,cc1Cnc(cn1)C(=O)N2CCCN(CC2)c3nc(C)cs3                                                                         
363,Occcc1cc1N2CCN(CC2)c3ncnc4scc(c5ccc(F)cc5)c34                                                                 
364,CC#Cc1c(nnn1C2OC(CO)C(O)C2O)C(=O)N                                                                            
365,CCCCCCC(=O)OCc1ccc(NCCN(CC)CC)c2C(=O)c3ccccc3Sc12                                                             
366,(=COCc1ccccc1)NC2=CC(=CNC2=O)c3ccncc3                                                                         
367,CC(C)(C)c1ccc(cc1)C(=O)n2cnc3ccccc23                                                                          
368,cc1Cccc(n1)c2nc(cn2c3ccc4OCOc4c3)C(=O)N                                                                       
369,CC)=O(NC(=S)Nc1ccccc1C                                                                                        
370,cn1Cnc2c(nccc12)C(=O)NCC(=O)O                                                                                 
371,NcCc(1#N)c(c2ccc(cc2)C(=O)NCCN3CCOCC3)c(C#N)c4nc5ccccc5n14                                                    
372,CC(C1CCC23CC12CCC4C5(C)CCC(OC(=O)C)C(C)(C)C5CC(OC6OC(COC(=O)C)C(O)C(O)C6O)C34C)C(=C)C=O                       
373,CCNC(CC(=O)CC1=C(C)c2cc3c(C)c(C)oc3c(C)c2OC1=O)C(=O)NC(Cc4ccccc4)C(=O)O                                       
374,CC1CCC2C(COC(=O)Oc3ccccc3)C1(C)CCC(=CCCC4(C)OC4C2=O)C                                                         
375,CCCCCCCC(=O)Nc1ccc(OCc2cc(C)cc(C)c2)cc1                                                                       
376,cc1Ccc(nc1)N2C=NN(CC(O)(Cn3cncn3)c4ccc(F)cc4F)C2=O                                                            
377,O==1CCC(Oc2c1cccc2c3cccc(c3)c4ccncc4)N5CCOCC5                                                                 
378,CCCCOC(=O)CSc1ncnc2sc3CC(C)CCc3c12                                                                            
379,Ccccc1(cc1)S(=O)(=O)N(CC(=O)N(Cc2ccc(cc2)C3CCCCC3)c4ccc(C(=O)O)c(O)c4)Cc5ccc(N)cc5                            
380,(CCCC)C1NC(=O)C(Cc2ccc(OCCCNC1=O)cc2)NCC(O)C(Cc3ccccc3)NC(=O)c4cccc(C)c4                                      
381,CNO(=C)CN1CCOCC2(CCCN(Cc3ccsc3)C2)C1                                                                          
382,nc1N[nH]c(SCC(=O)c2cc(F)ccc2F)n1                                                                              
383,CCCCCCCn1cc2c(N)ncnc2n1                                                                                       
384,cc1Cccc2C=C(CN(Cc3occc3)C(=O)c4ccccc4C)C(=O)Nc12                                                              
385,CCc1ccc(NCc2cc3c(C)nn(c4ccccc4)c3nc2O)cc1                                                                     
386,=C(CO)OCCN(CCCNC(=O)OCc1ccccc1)CCNC(=O)OCc2ccccc2                                                             
387,CCCCC1C(C)N1C(=O)COC(=O)c2ccc(F)c(c2)S(=O)(=O)N3CCOCC3                                                        
388,cc1Occ2C(=S)C=C(Oc2c1O)c3occc3                                                                                
389,[ON][-+](=O)c1ccc(cc1)C2(CCCC2)C(=O)OCCN3CCC(CC3)c4ccccc4                                                     
390,(C1CCCS(=O)(=O)C1)N=C(S)NCCO                                                                                  
391,CCCCCCCCCCCCC1CCC(CC1)OCCOP(=O)([O-])OCC[N+](C)(C)C                                                           
392,CC(C)C1=C(Sc2cc(C)cc(C)c2)C(COCCO)C(=O)NC1=O                                                                  
